PERIODO,ESTU_TIPODOCUMENTO,ESTU_CONSECUTIVO,COLE_AREA_UBICACION,COLE_BILINGUE,COLE_CALENDARIO,COLE_CARACTER,COLE_COD_DANE_ESTABLECIMIENTO,COLE_COD_DANE_SEDE,COLE_COD_DEPTO_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_CODIGO_ICFES,COLE_DEPTO_UBICACION,COLE_GENERO,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_NATURALEZA,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,ESTU_COD_DEPTO_PRESENTACION,ESTU_COD_MCPIO_PRESENTACION,ESTU_COD_RESIDE_DEPTO,ESTU_COD_RESIDE_MCPIO,ESTU_DEPTO_PRESENTACION,ESTU_DEPTO_RESIDE,ESTU_ESTADOINVESTIGACION,ESTU_ESTUDIANTE,ESTU_FECHANACIMIENTO,ESTU_GENERO,ESTU_MCPIO_PRESENTACION,ESTU_MCPIO_RESIDE,ESTU_NACIONALIDAD,ESTU_PAIS_RESIDE,ESTU_PRIVADO_LIBERTAD,FAMI_CUARTOSHOGAR,FAMI_EDUCACIONMADRE,FAMI_EDUCACIONPADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEAUTOMOVIL,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_TIENELAVADORA,DESEMP_INGLES,PUNT_INGLES,PUNT_MATEMATICAS,PUNT_SOCIALES_CIUDADANAS,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_GLOBAL
20132,CC,SB11201320378377,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,12/01/1993,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,Tres,No,No,No,No,A-,37,38,,,,
20122,CC,SB11201220251592,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/03/1996,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,Cuatro,No,No,No,No,A-,42,46,,,,
20132,TI,SB11201320051248,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDÓN,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/12/1996,F,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 1,Cinco,No,No,No,No,A1,43,38,,,,
20112,TI,SB11201120248347,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDÓN,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,06/03/1995,F,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) completa,No sabe,Estrato 1,Cinco,No,Si,No,No,A-,43,39,,,,
20132,TI,SB11201320402146,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,26/03/1997,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Cinco,No,No,No,No,A1,46,60,,,,
20122,TI,SB11201220251520,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,09/12/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) incompleta,Primaria incompleta,Estrato 1,Seis,No,Si,No,No,A-,36,50,,,,
20112,TI,SB11201120248622,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,104976,ARAUCA,FEMENINO,COMPLETA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,07/12/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Educación profesional completa,Primaria incompleta,Estrato 1,Cinco,No,No,No,No,A-,41,45,,,,
20122,TI,SB11201220503508,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,08/03/1994,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 1,Diez,No,No,No,Si,A-,43,49,,,,
20102,TI,SB11201020248503,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,14/12/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Educación profesional completa,Primaria completa,Estrato 2,Cinco,No,Si,Si,Si,A-,42.07,31.19,,,,
20102,CC,SB11201020248227,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,030676,ARAUCA,MIXTO,NOCHE,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,50,50001,ARAUCA,META,PUBLICAR,ESTUDIANTE,08/04/1991,M,TAME,VILLAVICENCIO,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Ninguno,Estrato 1,Tres,Si,No,No,Si,A-,41.66,53.37,,,,
20112,TI,SB11201120568823,RURAL,N,A,ACADÉMICO,281794001668,281794001668,81,81794,110411,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA JOEL SIERRA,AGROAMBIENTAL JOEL SIERRA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,05/06/1993,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,No sabe,Estrato 1,Cuatro,No,Si,No,No,A1,43,42,,,,
20112,TI,SB11201120248456,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,24/10/1993,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria incompleta,Estrato 1,Siete,No,No,No,Si,A-,43,38,,,,
20102,TI,SB11201020248429,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,23/08/1992,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Seis,Ninguno,Ninguno,Estrato 1,Seis,No,No,No,Si,A-,48.42,48.17,,,,
20132,TI,SB11201320288891,URBANO,N,A,ACADÉMICO,181794003151,181794003151,81,81794,093112,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA SAN LUIS,COLEGIO NACIONAL SAN LUIS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,23/12/1997,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Educación profesional completa,Educación profesional completa,Estrato 2,Seis,No,Si,Si,Si,A1,51,49,,,,
20102,TI,SB11201020248353,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,09/04/1992,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cinco,Primaria incompleta,Primaria completa,Estrato 1,Cinco,No,No,No,No,A-,42.07,30.9,,,,
20111,CC,SB11201110100927,URBANO,N,,,,000000000000,23,23001,119305,CORDOBA,MIXTO,SABATINA,MONTERÍA,NO OFICIAL,INSTITUCION EDUCATIVA AVANZAR,INSTITUCION EDUCATIVA AVANZAR,N,81,81794,,,ARAUCA,,PUBLICAR,ESTUDIANTE,26/03/1989,F,TAME,,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria completa,,Tres,No,No,No,No,A1,43.48,57.47,,,,
20102,CC,SB11201020248421,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,10/12/1979,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Ninguno,Ninguno,Estrato 1,Cuatro,No,No,No,No,A-,38.53,35.39,,,,
20122,TI,SB11201220552263,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,06/07/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Secundaria (Bachillerato) incompleta,Primaria incompleta,Estrato 2,Tres,No,No,No,No,A-,43,46,,,,
20132,TI,SB11201320308525,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,08/03/1997,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 2,Tres,No,No,No,No,A1,45,49,,,,
20122,TI,SB11201220251533,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,26/05/1995,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 1,Cinco,No,Si,No,Si,A1,45,42,,,,
20122,TI,SB11201220251519,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,10/05/1996,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) completa,Estrato 2,Siete,No,Si,Si,Si,A-,42,49,,,,
20112,CC,SB11201120589257,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,29/12/1989,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Primaria completa,Estrato 1,Once,No,No,No,Si,A-,27,39,,,,
20112,TI,SB11201120535300,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/10/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria incompleta,Estrato 1,Cuatro,No,No,No,No,A1,47,52,,,,
20112,CC,SB11201120565012,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,05/02/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria incompleta,Primaria completa,Estrato 1,Ocho,No,No,No,No,A-,41,45,,,,
20102,TI,SB11201020519876,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,10/11/1992,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Postgrado,Técnica o tecnológica incompleta,Estrato 1,Cuatro,No,No,Si,No,A-,44.51,39.12,,,,
20132,CC,SB11201320392263,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,174334,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/08/1973,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Ninguno,Estrato 1,Cinco,No,No,No,No,A-,33,29,,,,
20112,CC,SB11201120248520,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/12/1980,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,Cuatro,No,No,No,No,A1,50,27,,,,
20112,TI,SB11201120248311,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,06/04/1995,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,Cuatro,Si,Si,No,Si,A1,47,56,,,,
20102,TI,SB11201020248480,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,16/06/1993,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,No sabe,Estrato 2,Cinco,No,No,No,No,A1,54.45,45.38,,,,
20102,TI,SB11201020570777,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,31/03/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Primaria completa,Primaria incompleta,Estrato 2,Ocho,No,No,No,No,A1,54.45,48.17,,,,
20132,TI,SB11201320458110,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,27/09/1996,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) incompleta,Primaria incompleta,Estrato 1,Seis,No,No,No,Si,A1,45,74,,,,
20112,TI,SB11201120248343,URBANO,N,A,ACADÉMICO,381591000024,381591000024,81,81591,058321,ARAUCA,MIXTO,MAÑANA,PUERTO RONDÓN,OFICIAL,INSTITUCION EDUCATIVA LA INMACULADA,LA INMACULADA,S,81,81794,81,81591,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,17/04/1995,M,TAME,PUERTO RONDÓN,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,Cinco,No,Si,Si,Si,A-,43,45,,,,
20132,TI,SB11201320308480,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,28/11/1996,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria completa,Estrato 1,Tres,No,No,No,No,A1,46,44,,,,
20122,TI,SB11201220498794,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,08/10/1995,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,Siete,No,Si,No,No,A-,29,52,,,,
20112,CC,SB11201120248216,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,030676,ARAUCA,MIXTO,NOCHE,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,06/07/1980,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,Seis,No,No,No,No,A-,43,51,,,,
20112,TI,SB11201120248261,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,19/03/1995,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Secundaria (Bachillerato) incompleta,Estrato 3,Cuatro,No,Si,Si,Si,A-,34,49,,,,
20102,TI,SB11201020548820,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,07/01/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Primaria completa,Estrato 2,Tres,Si,Si,No,Si,A1,52.08,55.89,,,,
20132,CC,SB11201320458699,RURAL,N,A,TÉCNICO,281794004683,281794004683,81,81794,149385,ARAUCA,MIXTO,SABATINA,TAME,OFICIAL,INSTITUCION EDUCATIVA DE PROMOCION AGROPECUARIA,INSTITUTO DE PROMOCION  AGROPECUARIA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,18/02/1988,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria incompleta,Primaria incompleta,Estrato 1,Tres,No,Si,No,Si,A-,39,13,,,,
20132,TI,SB11201320475175,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,09/04/1997,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 1,Tres,No,Si,No,Si,A-,42,41,,,,
20132,CC,SB11201320457313,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,083311,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,07/11/1994,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Ocho,Primaria incompleta,Primaria completa,Estrato 2,Siete,No,No,No,Si,A-,37,41,,,,
20112,TI,SB11201120248247,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,13/10/1995,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Educación profesional completa,Educación profesional completa,Estrato 2,Seis,Si,Si,No,Si,A1,49,45,,,,
20102,TI,SB11201020539777,URBANO,N,A,TÉCNICO/ACADÉMICO,181794000748,181794000748,81,81794,030668,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA LICEO TAME,LICEO TAME,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,21/08/1993,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Técnica o tecnológica incompleta,Primaria incompleta,Estrato 1,Cinco,No,No,No,No,A2,60.44,50.67,,,,
20132,TI,SB11201320288109,URBANO,N,A,ACADÉMICO,181794003151,181794003151,81,81794,093112,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA SAN LUIS,COLEGIO NACIONAL SAN LUIS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,01/04/1997,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria incompleta,Primaria incompleta,Estrato 2,Ocho,No,No,No,Si,A1,45,44,,,,
20122,TI,SB11201220251525,URBANO,N,A,TÉCNICO/ACADÉMICO,381794000399,381794000399,81,81794,046151,ARAUCA,FEMENINO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA ORIENTAL FEMENINO,INSTITUTO ORIENTAL FEMENINO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,25/09/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Primaria completa,Secundaria (Bachillerato) completa,Estrato 1,Cuatro,No,No,No,Si,A-,43,46,,,,
20132,CC,SB11201320381427,URBANO,N,A,TÉCNICO,181794000624,181794000624,81,81794,030676,ARAUCA,MIXTO,NOCHE,TAME,OFICIAL,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL FROILAN FARIAS,COLEGIO TECNICO INDUSTRIAL FROILAN FARIAS,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,10/11/1990,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Uno,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 1,Dos,No,No,No,Si,A-,43,33,,,,
20102,TI,SB11201020591555,RURAL,N,A,ACADÉMICO,281794001668,281794001668,81,81794,110411,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA JOEL SIERRA,AGROAMBIENTAL JOEL SIERRA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,22/10/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Dos,Primaria completa,Primaria incompleta,Estrato 1,Nueve,No,No,No,No,A1,58.01,53.37,,,,
20112,TI,SB11201120248485,URBANO,N,A,ACADÉMICO,181794000021,181794000021,81,81794,093120,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA INOCENCIO CHINCA,INOCENCIO CHINCA,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,09/05/1994,F,TAME,TAME,COLOMBIA,COLOMBIA,N,Cuatro,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,Siete,No,No,No,Si,A1,43,49,,,,
20102,CC,SB11201020248533,RURAL,N,A,ACADÉMICO,281794000564,281794000564,81,81794,083147,ARAUCA,MIXTO,MAÑANA,TAME,OFICIAL,INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO,AGUSTIN NIETO CABALLERO,S,81,81794,81,81794,ARAUCA,ARAUCA,PUBLICAR,ESTUDIANTE,28/07/1957,M,TAME,TAME,COLOMBIA,COLOMBIA,N,Tres,Secundaria (Bachillerato) completa,Primaria completa,Estrato 2,Cinco,Si,Si,No,Si,A-,38.92,45.38,,,,
